Sample	Celltype	Chromosome	Strand	Start	End	Count	EF
FS391_nucl	HEK293T	chr1	+	65000000.0	70000000	7750	1.379248426179723
FS391_nucl	HEK293T	chr1	+	70000000.0	75000000	6904	1.2286878883025558
FS391_nucl	HEK293T	chr1	+	75000000.0	80000000	7854	1.3977570502213605
FS391_nucl	HEK293T	chr1	+	85000000.0	90000000	7419	1.3203411708164343
FS391_nucl	HEK293T	chr1	+	90000000.0	95000000	8017	1.4267657590558502
FS391_nucl	HEK293T	chr1	+	105000000.0	110000000	6923	1.2320692715409318
FS391_nucl	HEK293T	chr1	+	110000000.0	115000000	8728	1.553300679186661
FS391_nucl	HEK293T	chr1	+	115000000.0	120000000	7745	1.3783585884854135
FS391_nucl	HEK293T	chr1	+	150000000.0	155000000	9797	1.7435479782300318
FS391_nucl	HEK293T	chr1	+	155000000.0	160000000	8940	1.5910297974253838
FS391_nucl	HEK293T	chr1	+	160000000.0	165000000	7726	1.3749772052470375
FS391_nucl	HEK293T	chr1	+	165000000.0	170000000	7622	1.3564685812053998
FS391_nucl	HEK293T	chr1	+	170000000.0	175000000	7103	1.264103428536074
FS391_nucl	HEK293T	chr1	+	175000000.0	180000000	7295	1.2982731959975586
FS391_nucl	HEK293T	chr1	+	180000000.0	185000000	7969	1.4182233171904792
FS391_nucl	HEK293T	chr1	+	200000000.0	205000000	9098	1.6191486685655638
FS391_nucl	HEK293T	chr1	+	205000000.0	210000000	7670	1.365011023070771
FS391_nucl	HEK293T	chr1	+	210000000.0	215000000	7857	1.3982909528379464
FS391_nucl	HEK293T	chr1	+	220000000.0	225000000	8632	1.5362157954559186
FS391_nucl	HEK293T	chr1	+	225000000.0	230000000	13689	2.4361976394805454
FS391_nucl	HEK293T	chr1	+	230000000.0	235000000	11712	2.08435581515057
FS391_nucl	HEK293T	chr1	+	235000000.0	240000000	10387	1.8485488261585528
FS391_nucl	HEK293T	chr1	+	240000000.0	245000000	10141	1.8047688115985254
FS391_nucl	HEK293T	chr1	-	25000000.0	30000000	7928	1.4109266480971412
FS391_nucl	HEK293T	chr1	-	30000000.0	35000000	9067	1.613631674860845
FS391_nucl	HEK293T	chr1	-	35000000.0	40000000	7438	1.3237225540548103
FS391_nucl	HEK293T	chr1	-	40000000.0	45000000	7487	1.3324429634590436
FS391_nucl	HEK293T	chr1	-	50000000.0	55000000	7752	1.379604361257447
FS391_nucl	HEK293T	chr1	-	55000000.0	60000000	7982	1.4205368951956838
FS391_nucl	HEK293T	chr1	-	60000000.0	65000000	8907	1.5851568686429411
FS391_nucl	HEK293T	chr1	-	65000000.0	70000000	7799	1.3879688355839561
FS391_nucl	HEK293T	chr1	-	70000000.0	75000000	6781	1.2067978810225422
FS391_nucl	HEK293T	chr1	-	75000000.0	80000000	7864	1.3995367256099798
FS391_nucl	HEK293T	chr1	-	85000000.0	90000000	7146	1.2717560327071356
FS391_nucl	HEK293T	chr1	-	90000000.0	95000000	7857	1.3982909528379464
FS391_nucl	HEK293T	chr1	-	105000000.0	110000000	6879	1.2242386998310084
FS391_nucl	HEK293T	chr1	-	110000000.0	115000000	8416	1.4977748070617483
FS391_nucl	HEK293T	chr1	-	115000000.0	120000000	7592	1.351129555039543
FS391_nucl	HEK293T	chr1	-	150000000.0	155000000	9644	1.7163189447841611
FS391_nucl	HEK293T	chr1	-	155000000.0	160000000	8713	1.5506311661037324
FS391_nucl	HEK293T	chr1	-	160000000.0	165000000	7775	1.3836976146512705
FS391_nucl	HEK293T	chr1	-	165000000.0	170000000	7392	1.315536047267163
FS391_nucl	HEK293T	chr1	-	170000000.0	175000000	6977	1.2416795186394745
FS391_nucl	HEK293T	chr1	-	175000000.0	180000000	7473	1.3299514179149767
FS391_nucl	HEK293T	chr1	-	180000000.0	185000000	8062	1.4347742983046357
FS391_nucl	HEK293T	chr1	-	200000000.0	205000000	9133	1.6253775324257305
FS391_nucl	HEK293T	chr1	-	205000000.0	210000000	7456	1.3269259697543245
FS391_nucl	HEK293T	chr1	-	210000000.0	215000000	7968	1.4180453496516172
FS391_nucl	HEK293T	chr1	-	220000000.0	225000000	8886	1.5814195503268411
FS391_nucl	HEK293T	chr1	-	225000000.0	230000000	13692	2.4367315420971316
FS391_nucl	HEK293T	chr1	-	230000000.0	235000000	11764	2.0936101271713885
FS391_nucl	HEK293T	chr1	-	235000000.0	240000000	10394	1.849794598930586
FS391_nucl	HEK293T	chr1	-	240000000.0	245000000	10068	1.7917771812616066
FS391_nucl	HEK293T	chr10	+	70000000.0	75000000	7352	1.3084173457126869
FS391_nucl	HEK293T	chr10	+	100000000.0	105000000	7506	1.3358243466974196
FS391_nucl	HEK293T	chr10	-	70000000.0	75000000	7225	1.2858154682772258
FS391_nucl	HEK293T	chr10	-	100000000.0	105000000	7773	1.3833416795735467
FS391_nucl	HEK293T	chr10	-	130000000.0	133797422	5338	1.2508363864285044
FS391_nucl	HEK293T	chr11	+	0.0	5000000	6849	1.2188996736651514
FS391_nucl	HEK293T	chr11	+	60000000.0	65000000	7447	1.3253242619045675
FS391_nucl	HEK293T	chr11	+	65000000.0	70000000	7986	1.4212487653511314
FS391_nucl	HEK293T	chr11	+	70000000.0	75000000	6912	1.230111628613451
FS391_nucl	HEK293T	chr11	+	115000000.0	120000000	7041	1.253069441126636
FS391_nucl	HEK293T	chr11	-	0.0	5000000	6985	1.2431032589503697
FS391_nucl	HEK293T	chr11	-	60000000.0	65000000	7553	1.3441888210239288
FS391_nucl	HEK293T	chr11	-	65000000.0	70000000	8230	1.4646728448334347
FS391_nucl	HEK293T	chr11	-	70000000.0	75000000	6757	1.2025266600898565
FS391_nucl	HEK293T	chr11	-	115000000.0	120000000	7046	1.2539592788209457
FS391_nucl	HEK293T	chr12	+	0.0	5000000	6839	1.2171199982765324
FS391_nucl	HEK293T	chr12	+	50000000.0	55000000	7498	1.3344006063865244
FS391_nucl	HEK293T	chr12	+	110000000.0	115000000	7526	1.3393836974746574
FS391_nucl	HEK293T	chr12	+	115000000.0	120000000	8155	1.4513252794187925
FS391_nucl	HEK293T	chr12	+	120000000.0	125000000	10374	1.846235248153348
FS391_nucl	HEK293T	chr12	+	130000000.0	133275309	6018	1.6349734465830745
FS391_nucl	HEK293T	chr12	-	0.0	5000000	7070	1.258230499753631
FS391_nucl	HEK293T	chr12	-	50000000.0	55000000	7672	1.3653669581484948
FS391_nucl	HEK293T	chr12	-	110000000.0	115000000	7571	1.347392236723443
FS391_nucl	HEK293T	chr12	-	115000000.0	120000000	8004	1.4244521810506456
FS391_nucl	HEK293T	chr12	-	120000000.0	125000000	10258	1.825591013645368
FS391_nucl	HEK293T	chr12	-	130000000.0	133275309	5729	1.5564577725946218
FS391_nucl	HEK293T	chr13	+	60000000.0	65000000	11761	2.093076224554803
FS391_nucl	HEK293T	chr13	+	65000000.0	70000000	13106	2.332442564324058
FS391_nucl	HEK293T	chr13	+	70000000.0	75000000	10619	1.8898372951745133
FS391_nucl	HEK293T	chr13	+	75000000.0	80000000	11266	2.0049822928181626
FS391_nucl	HEK293T	chr13	+	80000000.0	85000000	9126	1.624131759653697
FS391_nucl	HEK293T	chr13	+	85000000.0	90000000	8710	1.5500972634871468
FS391_nucl	HEK293T	chr13	+	90000000.0	95000000	9889	1.7599209918053267
FS391_nucl	HEK293T	chr13	-	60000000.0	65000000	11696	2.0815083345287797
FS391_nucl	HEK293T	chr13	-	65000000.0	70000000	12994	2.312510199971525
FS391_nucl	HEK293T	chr13	-	70000000.0	75000000	10425	1.855311592635305
FS391_nucl	HEK293T	chr13	-	75000000.0	80000000	11181	1.989855052014901
FS391_nucl	HEK293T	chr13	-	80000000.0	85000000	9218	1.640504773228992
FS391_nucl	HEK293T	chr13	-	85000000.0	90000000	8948	1.592453537736279
FS391_nucl	HEK293T	chr13	-	90000000.0	95000000	9973	1.7748702650697261
FS391_nucl	HEK293T	chr14	+	20000000.0	25000000	6762	1.203416497784166
FS391_nucl	HEK293T	chr14	+	70000000.0	75000000	6779	1.2064419459448186
FS391_nucl	HEK293T	chr14	+	90000000.0	95000000	6893	1.226730245375075
FS391_nucl	HEK293T	chr14	+	100000000.0	105000000	7810	1.3899264785114371
FS391_nucl	HEK293T	chr14	-	70000000.0	75000000	6789	1.2082216213334374
FS391_nucl	HEK293T	chr14	-	90000000.0	95000000	6805	1.2110691019552278
FS391_nucl	HEK293T	chr14	-	100000000.0	105000000	7947	1.4143080313355172
FS391_nucl	HEK293T	chr15	+	65000000.0	70000000	8751	1.5573939325804846
FS391_nucl	HEK293T	chr15	+	70000000.0	75000000	8981	1.5983264665187216
FS391_nucl	HEK293T	chr15	+	75000000.0	80000000	8903	1.5844449984874935
FS391_nucl	HEK293T	chr15	+	80000000.0	85000000	7505	1.3356463791585576
FS391_nucl	HEK293T	chr15	+	85000000.0	90000000	7789	1.3861891601953371
FS391_nucl	HEK293T	chr15	+	90000000.0	95000000	7998	1.4233843758174742
FS391_nucl	HEK293T	chr15	+	95000000.0	100000000	7510	1.3365362168528672
FS391_nucl	HEK293T	chr15	+	100000000.0	101991189	3528	1.5766194899248196
FS391_nucl	HEK293T	chr15	-	65000000.0	70000000	9165	1.6310724936693113
FS391_nucl	HEK293T	chr15	-	70000000.0	75000000	8810	1.5678940173733367
FS391_nucl	HEK293T	chr15	-	75000000.0	80000000	8769	1.5605973482799989
FS391_nucl	HEK293T	chr15	-	80000000.0	85000000	7515	1.3374260545471766
FS391_nucl	HEK293T	chr15	-	85000000.0	90000000	7580	1.3489939445732
FS391_nucl	HEK293T	chr15	-	90000000.0	95000000	7923	1.4100368104028318
FS391_nucl	HEK293T	chr15	-	95000000.0	100000000	7411	1.318917430505539
FS391_nucl	HEK293T	chr15	-	100000000.0	101991189	3362	1.502436146578017
FS391_nucl	HEK293T	chr16	+	0.0	5000000	8920	1.5874704466481457
FS391_nucl	HEK293T	chr16	+	65000000.0	70000000	7314	1.3016545792359349
FS391_nucl	HEK293T	chr16	+	85000000.0	90000000	8345	1.4851391118025534
FS391_nucl	HEK293T	chr16	-	0.0	5000000	8800	1.5661143419847179
FS391_nucl	HEK293T	chr16	-	65000000.0	70000000	7255	1.2911544944430826
FS391_nucl	HEK293T	chr16	-	85000000.0	90000000	8334	1.4831814688750724
FS391_nucl	HEK293T	chr17	+	0.0	5000000	8563	1.5239360352744475
FS391_nucl	HEK293T	chr17	+	5000000.0	10000000	7779	1.384409484806718
FS391_nucl	HEK293T	chr17	+	30000000.0	35000000	6823	1.214272517654742
FS391_nucl	HEK293T	chr17	+	35000000.0	40000000	6935	1.2342048820072749
FS391_nucl	HEK293T	chr17	+	40000000.0	45000000	8394	1.4938595212067864
FS391_nucl	HEK293T	chr17	+	45000000.0	50000000	7555	1.3445447561016526
FS391_nucl	HEK293T	chr17	+	55000000.0	60000000	7340	1.306281735246344
FS391_nucl	HEK293T	chr17	+	60000000.0	65000000	7216	1.2842137604274686
FS391_nucl	HEK293T	chr17	+	65000000.0	70000000	6876	1.2237047972144226
FS391_nucl	HEK293T	chr17	+	70000000.0	75000000	7229	1.2865273384326732
FS391_nucl	HEK293T	chr17	+	75000000.0	80000000	9259	1.6478014423223297
FS391_nucl	HEK293T	chr17	+	80000000.0	83257441	6048	1.652136869150922
FS391_nucl	HEK293T	chr17	-	0.0	5000000	8124	1.4458082857140735
FS391_nucl	HEK293T	chr17	-	5000000.0	10000000	7849	1.3968672125270511
FS391_nucl	HEK293T	chr17	-	35000000.0	40000000	6951	1.2370523626290653
FS391_nucl	HEK293T	chr17	-	40000000.0	45000000	8313	1.4794441505589726
FS391_nucl	HEK293T	chr17	-	45000000.0	50000000	7475	1.3303073529927005
FS391_nucl	HEK293T	chr17	-	55000000.0	60000000	7193	1.2801205070336448
FS391_nucl	HEK293T	chr17	-	60000000.0	65000000	7140	1.2706882274739641
FS391_nucl	HEK293T	chr17	-	65000000.0	70000000	6831	1.2156962579656372
FS391_nucl	HEK293T	chr17	-	70000000.0	75000000	7001	1.2459507395721603
FS391_nucl	HEK293T	chr17	-	75000000.0	80000000	9227	1.6421064810787491
FS391_nucl	HEK293T	chr17	-	80000000.0	83257441	6311	1.7239807839304677
FS391_nucl	HEK293T	chr18	+	20000000.0	25000000	6984	1.2429252914115079
FS391_nucl	HEK293T	chr18	+	25000000.0	30000000	6767	1.2043063354784755
FS391_nucl	HEK293T	chr18	+	30000000.0	35000000	9973	1.7748702650697261
FS391_nucl	HEK293T	chr18	+	35000000.0	40000000	10372	1.8458793130756244
FS391_nucl	HEK293T	chr18	-	20000000.0	25000000	7045	1.253781311282084
FS391_nucl	HEK293T	chr18	-	30000000.0	35000000	9791	1.7424801729968602
FS391_nucl	HEK293T	chr18	-	35000000.0	40000000	10285	1.8303961371946387
FS391_nucl	HEK293T	chr19	+	0.0	5000000	9472	1.6857085280999144
FS391_nucl	HEK293T	chr19	+	5000000.0	10000000	8221	1.4630711369836777
FS391_nucl	HEK293T	chr19	+	10000000.0	15000000	8532	1.5184190415697287
FS391_nucl	HEK293T	chr19	+	15000000.0	20000000	8943	1.5915637000419696
FS391_nucl	HEK293T	chr19	+	35000000.0	40000000	7676	1.3660788283039424
FS391_nucl	HEK293T	chr19	+	40000000.0	45000000	7559	1.3452566262571002
FS391_nucl	HEK293T	chr19	+	45000000.0	50000000	9076	1.6152333827106022
FS391_nucl	HEK293T	chr19	+	50000000.0	55000000	6799	1.2100012967220564
FS391_nucl	HEK293T	chr19	+	55000000.0	58617616	5177	1.2734048454673672
FS391_nucl	HEK293T	chr19	-	0.0	5000000	9424	1.6771660862345432
FS391_nucl	HEK293T	chr19	-	5000000.0	10000000	8253	1.4687660982272586
FS391_nucl	HEK293T	chr19	-	10000000.0	15000000	8571	1.5253597755853427
FS391_nucl	HEK293T	chr19	-	15000000.0	20000000	8784	1.5632668613629275
FS391_nucl	HEK293T	chr19	-	35000000.0	40000000	7544	1.3425871131741718
FS391_nucl	HEK293T	chr19	-	40000000.0	45000000	7390	1.315180112189439
FS391_nucl	HEK293T	chr19	-	45000000.0	50000000	9176	1.633030136596792
FS391_nucl	HEK293T	chr19	-	50000000.0	55000000	6755	1.2021707250121327
FS391_nucl	HEK293T	chr19	-	55000000.0	58617616	5095	1.2532350178976697
FS391_nucl	HEK293T	chr2	+	25000000.0	30000000	7161	1.2744255457900642
FS391_nucl	HEK293T	chr2	+	70000000.0	75000000	6849	1.2188996736651514
FS391_nucl	HEK293T	chr2	+	215000000.0	220000000	6780	1.2066199134836804
FS391_nucl	HEK293T	chr2	+	235000000.0	240000000	6797	1.2096453616443326
FS391_nucl	HEK293T	chr2	+	240000000.0	242193529	3246	1.3167882237839723
FS391_nucl	HEK293T	chr2	-	25000000.0	30000000	7299	1.2989850661530062
FS391_nucl	HEK293T	chr2	-	215000000.0	220000000	6825	1.2146284527324658
FS391_nucl	HEK293T	chr2	-	235000000.0	240000000	6909	1.2295777259968654
FS391_nucl	HEK293T	chr2	-	240000000.0	242193529	3201	1.2985333038609044
FS391_nucl	HEK293T	chr20	+	45000000.0	50000000	7304	1.2998749038473156
FS391_nucl	HEK293T	chr20	+	60000000.0	64444167	6560	1.3134824309415716
FS391_nucl	HEK293T	chr20	-	35000000.0	40000000	6755	1.2021707250121327
FS391_nucl	HEK293T	chr20	-	45000000.0	50000000	7175	1.2769170913341308
FS391_nucl	HEK293T	chr20	-	60000000.0	64444167	6698	1.341113616226623
FS391_nucl	HEK293T	chr21	+	30000000.0	35000000	7799	1.3879688355839561
FS391_nucl	HEK293T	chr21	+	40000000.0	45000000	6858	1.2205013815149084
FS391_nucl	HEK293T	chr21	+	45000000.0	46709983	2748	1.4299990023073343
FS391_nucl	HEK293T	chr21	-	30000000.0	35000000	7742	1.3778246858688277
FS391_nucl	HEK293T	chr21	-	45000000.0	46709983	2837	1.4763126526731831
FS391_nucl	HEK293T	chr22	+	20000000.0	25000000	8439	1.5018680604555719
FS391_nucl	HEK293T	chr22	+	25000000.0	30000000	8981	1.5983264665187216
FS391_nucl	HEK293T	chr22	+	30000000.0	35000000	8652	1.5397751462331566
FS391_nucl	HEK293T	chr22	+	35000000.0	40000000	10873	1.935041050045436
FS391_nucl	HEK293T	chr22	+	40000000.0	45000000	10490	1.8668794826613284
FS391_nucl	HEK293T	chr22	+	45000000.0	50000000	9402	1.6732508003795814
FS391_nucl	HEK293T	chr22	+	50000000.0	50818468	1859	2.021103175348771
FS391_nucl	HEK293T	chr22	-	20000000.0	25000000	8365	1.4886984625797914
FS391_nucl	HEK293T	chr22	-	25000000.0	30000000	9015	1.6043773628400262
FS391_nucl	HEK293T	chr22	-	30000000.0	35000000	8569	1.525003840507619
FS391_nucl	HEK293T	chr22	-	35000000.0	40000000	10517	1.8716846062105996
FS391_nucl	HEK293T	chr22	-	40000000.0	45000000	10444	1.858692975873681
FS391_nucl	HEK293T	chr22	-	45000000.0	50000000	9394	1.6718270600686862
FS391_nucl	HEK293T	chr22	-	50000000.0	50818468	1755	1.9080344662383506
FS391_nucl	HEK293T	chr3	+	10000000.0	15000000	8851	1.5751906864666747
FS391_nucl	HEK293T	chr3	+	30000000.0	35000000	7141	1.270866195012826
FS391_nucl	HEK293T	chr3	+	35000000.0	40000000	6903	1.228509920763694
FS391_nucl	HEK293T	chr3	+	40000000.0	45000000	7433	1.322832716360501
FS391_nucl	HEK293T	chr3	+	45000000.0	50000000	9409	1.6744965731516148
FS391_nucl	HEK293T	chr3	+	50000000.0	55000000	8769	1.5605973482799989
FS391_nucl	HEK293T	chr3	+	55000000.0	60000000	7405	1.3178496252723675
FS391_nucl	HEK293T	chr3	+	125000000.0	130000000	7046	1.2539592788209457
FS391_nucl	HEK293T	chr3	-	10000000.0	15000000	8756	1.5582837702747943
FS391_nucl	HEK293T	chr3	-	30000000.0	35000000	6943	1.23562862231817
FS391_nucl	HEK293T	chr3	-	35000000.0	40000000	7055	1.2555609866707027
FS391_nucl	HEK293T	chr3	-	40000000.0	45000000	7514	1.3372480870083148
FS391_nucl	HEK293T	chr3	-	45000000.0	50000000	9254	1.6469116046280203
FS391_nucl	HEK293T	chr3	-	50000000.0	55000000	9080	1.6159452528660496
FS391_nucl	HEK293T	chr3	-	55000000.0	60000000	7647	1.3609177696769474
FS391_nucl	HEK293T	chr3	-	125000000.0	130000000	6997	1.2452388694167127
FS391_nucl	HEK293T	chr4	+	0.0	5000000	7313	1.3014766116970728
FS391_nucl	HEK293T	chr4	-	0.0	5000000	7400	1.316959787578058
FS391_nucl	HEK293T	chr5	+	150000000.0	155000000	6784	1.207331783639128
FS391_nucl	HEK293T	chr5	+	165000000.0	170000000	7090	1.2617898505308691
FS391_nucl	HEK293T	chr5	+	170000000.0	175000000	9526	1.6953187751984569
FS391_nucl	HEK293T	chr5	+	175000000.0	180000000	9263	1.6485133124777773
FS391_nucl	HEK293T	chr5	+	180000000.0	181538259	2554	1.4774140578839192
FS391_nucl	HEK293T	chr5	-	150000000.0	155000000	6893	1.226730245375075
FS391_nucl	HEK293T	chr5	-	165000000.0	170000000	6977	1.2416795186394745
FS391_nucl	HEK293T	chr5	-	170000000.0	175000000	9329	1.6602591700426628
FS391_nucl	HEK293T	chr5	-	175000000.0	180000000	9014	1.6041993953011644
FS391_nucl	HEK293T	chr5	-	180000000.0	181538259	2516	1.4554321729193191
FS391_nucl	HEK293T	chr6	+	0.0	5000000	7828	1.3931298942109513
FS391_nucl	HEK293T	chr6	+	5000000.0	10000000	6992	1.244349031722403
FS391_nucl	HEK293T	chr6	+	10000000.0	15000000	7659	1.3630533801432902
FS391_nucl	HEK293T	chr6	+	15000000.0	20000000	7543	1.3424091456353098
FS391_nucl	HEK293T	chr6	+	25000000.0	30000000	6808	1.2116030045718134
FS391_nucl	HEK293T	chr6	+	30000000.0	35000000	7744	1.3781806209465517
FS391_nucl	HEK293T	chr6	+	35000000.0	40000000	7318	1.3023664493913825
FS391_nucl	HEK293T	chr6	+	40000000.0	45000000	7214	1.2838578253497448
FS391_nucl	HEK293T	chr6	+	110000000.0	115000000	7440	1.3240784891325341
FS391_nucl	HEK293T	chr6	+	115000000.0	120000000	7083	1.260544077758836
FS391_nucl	HEK293T	chr6	+	130000000.0	135000000	7173	1.276561156256407
FS391_nucl	HEK293T	chr6	+	135000000.0	140000000	7948	1.4144859988743792
FS391_nucl	HEK293T	chr6	+	140000000.0	145000000	6766	1.2041283679396138
FS391_nucl	HEK293T	chr6	+	145000000.0	150000000	7197	1.2808323771890924
FS391_nucl	HEK293T	chr6	+	150000000.0	155000000	7623	1.3566465487442618
FS391_nucl	HEK293T	chr6	+	155000000.0	160000000	8462	1.5059613138493957
FS391_nucl	HEK293T	chr6	+	160000000.0	165000000	7043	1.2534253762043601
FS391_nucl	HEK293T	chr6	+	165000000.0	170000000	8248	1.4678762605329492
FS391_nucl	HEK293T	chr6	+	170000000.0	170805979	1137	1.255300024479422
FS391_nucl	HEK293T	chr6	-	0.0	5000000	7969	1.4182233171904792
FS391_nucl	HEK293T	chr6	-	5000000.0	10000000	6967	1.2398998432508554
FS391_nucl	HEK293T	chr6	-	10000000.0	15000000	7501	1.33493450900311
FS391_nucl	HEK293T	chr6	-	15000000.0	20000000	7812	1.390282413589161
FS391_nucl	HEK293T	chr6	-	20000000.0	25000000	6913	1.230289596152313
FS391_nucl	HEK293T	chr6	-	30000000.0	35000000	7758	1.3806721664906183
FS391_nucl	HEK293T	chr6	-	35000000.0	40000000	7631	1.3580702890551568
FS391_nucl	HEK293T	chr6	-	40000000.0	45000000	7391	1.315358079728301
FS391_nucl	HEK293T	chr6	-	110000000.0	115000000	7170	1.2760272536398212
FS391_nucl	HEK293T	chr6	-	115000000.0	120000000	7001	1.2459507395721603
FS391_nucl	HEK293T	chr6	-	125000000.0	130000000	6840	1.2172979658153944
FS391_nucl	HEK293T	chr6	-	130000000.0	135000000	7252	1.2906205918264968
FS391_nucl	HEK293T	chr6	-	135000000.0	140000000	7540	1.3418752430187242
FS391_nucl	HEK293T	chr6	-	140000000.0	145000000	6834	1.216230160582223
FS391_nucl	HEK293T	chr6	-	145000000.0	150000000	7267	1.2932901049094256
FS391_nucl	HEK293T	chr6	-	150000000.0	155000000	7711	1.372307692164109
FS391_nucl	HEK293T	chr6	-	155000000.0	160000000	8627	1.5353259577616092
FS391_nucl	HEK293T	chr6	-	160000000.0	165000000	7196	1.2806544096502306
FS391_nucl	HEK293T	chr6	-	165000000.0	170000000	8245	1.4673423579163636
FS391_nucl	HEK293T	chr7	+	0.0	5000000	7866	1.3998926606877036
FS391_nucl	HEK293T	chr7	+	135000000.0	140000000	9367	1.6670219365194148
FS391_nucl	HEK293T	chr7	+	140000000.0	145000000	8123	1.4456303181752115
FS391_nucl	HEK293T	chr7	+	145000000.0	150000000	7906	1.4070113622421794
FS391_nucl	HEK293T	chr7	+	150000000.0	155000000	9183	1.6342759093688255
FS391_nucl	HEK293T	chr7	+	155000000.0	159345973	8882	1.8185889329862308
FS391_nucl	HEK293T	chr7	-	0.0	5000000	7702	1.3707059843143519
FS391_nucl	HEK293T	chr7	-	135000000.0	140000000	9352	1.6643524234364864
FS391_nucl	HEK293T	chr7	-	140000000.0	145000000	8062	1.4347742983046357
FS391_nucl	HEK293T	chr7	-	145000000.0	150000000	8009	1.425342018744955
FS391_nucl	HEK293T	chr7	-	150000000.0	155000000	9118	1.622708019342802
FS391_nucl	HEK293T	chr7	-	155000000.0	159345973	8858	1.8136749345183554
FS391_nucl	HEK293T	chr8	+	140000000.0	145000000	8352	1.4863848845745868
FS391_nucl	HEK293T	chr8	-	140000000.0	145000000	8144	1.4493676364913115
FS391_nucl	HEK293T	chr9	+	75000000.0	80000000	7848	1.3966892449881891
FS391_nucl	HEK293T	chr9	+	120000000.0	125000000	6912	1.230111628613451
FS391_nucl	HEK293T	chr9	+	125000000.0	130000000	7861	1.399002822993394
FS391_nucl	HEK293T	chr9	+	130000000.0	135000000	7881	1.402562173770632
FS391_nucl	HEK293T	chr9	+	135000000.0	138394717	5371	1.4078694206722735
FS391_nucl	HEK293T	chr9	-	75000000.0	80000000	7887	1.4036299790038034
FS391_nucl	HEK293T	chr9	-	125000000.0	130000000	8095	1.4406472270870785
FS391_nucl	HEK293T	chr9	-	130000000.0	135000000	8054	1.4333505579937404
FS391_nucl	HEK293T	chr9	-	135000000.0	138394717	5226	1.369861402426606
FS392_nucl	RNH2A-KO T3-8	chr1	+	0.0	5000000	9046	1.6217960751344118
FS392_nucl	RNH2A-KO T3-8	chr1	+	5000000.0	10000000	7718	1.3837079491363464
FS392_nucl	RNH2A-KO T3-8	chr1	+	15000000.0	20000000	7517	1.347672020427302
FS392_nucl	RNH2A-KO T3-8	chr1	+	20000000.0	25000000	6811	1.2210980618771257
FS392_nucl	RNH2A-KO T3-8	chr1	+	25000000.0	30000000	8711	1.5617361939526708
FS392_nucl	RNH2A-KO T3-8	chr1	+	30000000.0	35000000	12605	2.25986508148013
FS392_nucl	RNH2A-KO T3-8	chr1	+	35000000.0	40000000	8110	1.4539869742803537
FS392_nucl	RNH2A-KO T3-8	chr1	+	40000000.0	45000000	7885	1.4136482481135129
FS392_nucl	RNH2A-KO T3-8	chr1	+	50000000.0	55000000	8489	1.5219353174680545
FS392_nucl	RNH2A-KO T3-8	chr1	+	55000000.0	60000000	8535	1.5301823459288308
FS392_nucl	RNH2A-KO T3-8	chr1	+	60000000.0	65000000	8370	1.5006006134064809
FS392_nucl	RNH2A-KO T3-8	chr1	+	65000000.0	70000000	7150	1.2818750759684994
FS392_nucl	RNH2A-KO T3-8	chr1	+	90000000.0	95000000	7129	1.2781101281929275
FS392_nucl	RNH2A-KO T3-8	chr1	+	110000000.0	115000000	8011	1.4362379347669438
FS392_nucl	RNH2A-KO T3-8	chr1	+	115000000.0	120000000	7053	1.2644846029099055
FS392_nucl	RNH2A-KO T3-8	chr1	+	150000000.0	155000000	9934	1.7809995810728771
FS392_nucl	RNH2A-KO T3-8	chr1	+	155000000.0	160000000	9983	1.789784459215878
FS392_nucl	RNH2A-KO T3-8	chr1	+	160000000.0	165000000	6761	1.2121339005067167
FS392_nucl	RNH2A-KO T3-8	chr1	+	180000000.0	185000000	7107	1.2741658971899474
FS392_nucl	RNH2A-KO T3-8	chr1	+	200000000.0	205000000	10310	1.8484100745783536
FS392_nucl	RNH2A-KO T3-8	chr1	+	205000000.0	210000000	7453	1.3361978938731782
FS392_nucl	RNH2A-KO T3-8	chr1	+	210000000.0	215000000	6986	1.2524726266735573
FS392_nucl	RNH2A-KO T3-8	chr1	+	220000000.0	225000000	8488	1.5217560342406464
FS392_nucl	RNH2A-KO T3-8	chr1	+	225000000.0	230000000	14243	2.5535310079747324
FS392_nucl	RNH2A-KO T3-8	chr1	+	230000000.0	235000000	10949	1.9629720568921816
FS392_nucl	RNH2A-KO T3-8	chr1	+	235000000.0	240000000	8729	1.5649632920460181
FS392_nucl	RNH2A-KO T3-8	chr1	+	240000000.0	245000000	8390	1.5041862779546447
FS392_nucl	RNH2A-KO T3-8	chr1	-	0.0	5000000	9070	1.6260988725922083
FS392_nucl	RNH2A-KO T3-8	chr1	-	5000000.0	10000000	7151	1.2820543591959075
FS392_nucl	RNH2A-KO T3-8	chr1	-	15000000.0	20000000	7420	1.3302815473687084
FS392_nucl	RNH2A-KO T3-8	chr1	-	20000000.0	25000000	6834	1.2252215761075138
FS392_nucl	RNH2A-KO T3-8	chr1	-	25000000.0	30000000	9925	1.7793860320262034
FS392_nucl	RNH2A-KO T3-8	chr1	-	30000000.0	35000000	11871	2.1282711925625253
FS392_nucl	RNH2A-KO T3-8	chr1	-	35000000.0	40000000	8315	1.490740035899031
FS392_nucl	RNH2A-KO T3-8	chr1	-	40000000.0	45000000	8164	1.4636682685603954
FS392_nucl	RNH2A-KO T3-8	chr1	-	50000000.0	55000000	8001	1.434445102492862
